feedback_id,created_at,author_type,channel,text,true_theme
F00648,2025-11-12,provider,review,"login loop on android, keeps sending me back to the start screen thanks",app_bug
F00649,2026-01-09,provider,support,"honestly, warning light on the boiler the whole time, was told to ignore it this was in z06",safety_issue
F00650,2025-12-19,provider,review,"Honestly, Two refunds approved by email but nothing showing in the account Otherwise fine",credits_refund
F00651,2025-12-03,provider,support,Map view is blank on my phone since the last update,app_bug
F00652,2025-10-25,provider,support,The availability calendar doesn't keep my changes after I close it email me at ahmed72@example.com,app_bug
F00653,2026-02-04,customer,review,"not happy. kept coming back for the same fault each week, no real progress at all cheers",workmanship_quality
F00654,2025-11-17,customer,support,"Honestly, Kept coming back for the same fault each week, no real progress at all Thanks my number is 07700 900448",workmanship_quality
F00655,2026-01-16,customer,review,Not happy. Would be nice to actually get a response from the person I was matched with I live near Z25 8EC,provider_communication
F00656,2025-11-03,customer,review,"Hi, Left me waiting at the property in Z01 all morning, no message nothing Not impressed Sent from my iPhone",provider_no_show
F00657,2026-02-01,provider,review,"Quick one: Requested a refund for a dead lead 2 weeks ago, still nothing Second time this has happened",credits_refund
F00658,2026-01-07,provider,support,"Honestly, Customer never answered, wasted credits again Otherwise fine",lead_quality
F00659,2025-09-10,customer,review,not happy. provider bought my lead but never contacted me would appreciate a reply,provider_communication
F00660,2025-09-30,provider,review,Quick one: The app crashes every time I open the leads tab,app_bug
F00661,2025-11-21,customer,support,"felt rushed, didn't finish the sealing properly before leaving would appreciate a reply I live near Z05 7DE",workmanship_quality
F00662,2026-02-16,provider,survey,Feedback: Paid for a lead and the customer's number was disconnected Would appreciate a reply -- This message was sent via the marketplace app,lead_quality
F00663,2025-10-23,provider,review,"Feedback: Login loop on Android, keeps sending me back to the start screen Not impressed Regards,",app_bug
F00664,2025-09-04,provider,support,fyi the app crashes every time i open the leads tab would appreciate a reply Sent from my iPhone,app_bug
F00665,2025-12-26,customer,support,The multi-day discount on the profile turned out not to exist Been using the site since November,price_dispute
F00666,2026-01-24,provider,survey,Not happy. The availability calendar doesn't keep my changes after I close it This was in Z27,app_bug
F00667,2025-10-28,provider,survey,update - the app crashes every time i open the leads tab my number is 07700 900510,app_bug
F00668,2025-11-12,provider,survey,"Update - Getting enquiries from people who want work in three months, not now Please sort it out",lead_quality
F00669,2025-12-19,provider,support,"credits not refunded after the customer cancelled, support not replying second time this has happened",credits_refund
F00670,2025-12-17,provider,survey,"honestly, two refunds approved by email but nothing showing in the account been using the site since october",credits_refund
F00671,2026-01-28,provider,survey,"Hi, Uploaded a new profile photo and it shows sideways",app_bug
F00672,2025-11-03,provider,review,just to say the app crashes every time i open the leads tab my number is 07700 900910,app_bug
F00673,2025-12-26,customer,survey,rates changed after the first day of work without warning,price_dispute
F00674,2025-09-22,customer,support,"Update - No dust sheets, no mask, debris left all over a room with a baby in it Cheers Sent from my iPhone",safety_issue
F00675,2026-01-21,provider,survey,"Not happy. Charged for a lead I never accepted, please refund Please sort it out",credits_refund
F00676,2026-02-09,customer,support,Just to say Paid for the lead apparently but I never heard from anyone Second time this has happened,provider_communication
F00677,2026-02-03,customer,review,ok,noise
F00678,2025-09-11,customer,review,"Just to say Great tradesperson, tidy and methodical, highly recommend Would appreciate a reply my number is 07700 900981",workmanship_quality
F00679,2026-01-13,customer,review,"So Got one text and then silence, no idea if I have a tradesperson or not This was in Z01",provider_communication
F00680,2025-09-12,customer,review,"Quick one: Snapped at me when I asked a question, made the whole thing uncomfortable",workmanship_quality
F00681,2025-12-06,customer,review,,workmanship_quality
F00682,2026-02-13,provider,survey,Quick one: The app crashes every time I open the leads tab Second time this has happened,app_bug
F00683,2026-02-25,provider,review,notifications arrive hours late so i miss leads been using the site since december,app_bug
F00684,2025-11-08,customer,review,"Honestly, Hidden fees for materials and disposal, not mentioned before Been using the site since November",price_dispute
F00685,2025-11-09,customer,review,"quick one: warning light on the boiler the whole time, was told to ignore it cheers",safety_issue
F00686,2026-01-25,customer,survey,Turned up 25 minutes into a one hour slot and still charged the full hour Would appreciate a reply -- This message was sent via the marketplace app,provider_no_show
F00687,2025-09-17,provider,review,Third enquiry this week where the person says they never filled anything in Cheers,lead_quality
F00688,2026-02-27,customer,support,"So Filled in my details twice and heard nothing, is this site even active Not impressed",provider_communication
F00689,2025-09-28,provider,support,"Hi, Bought 9 leads this month and only one picked up the phone Would appreciate a reply",lead_quality
F00690,2025-11-27,customer,survey,"Update - Spent most of the visit on his phone, barely explained anything",workmanship_quality
F00691,2025-11-19,customer,review,,provider_no_show
F00692,2025-10-28,customer,review,Feedback: Quoted one price then asked for more once the work started Thanks,price_dispute
F00693,2025-12-27,provider,support,"Not happy. Login loop on Android, keeps sending me back to the start screen",app_bug
F00694,2026-01-17,provider,survey,"So Requested a refund for a dead lead 2 weeks ago, still nothing Sent from my iPhone",credits_refund
F00695,2026-02-03,customer,review,"Feedback: Kept coming back for the same fault each week, no real progress at all Been using the site since January",workmanship_quality
F00696,2025-10-09,customer,support,good,noise
F00697,2025-12-15,customer,review,"so still waiting for someone to call me back, it's been 12 days cheers",provider_communication
F00698,2025-12-15,customer,review,"Filled in my details twice and heard nothing, is this site even active Not impressed",provider_communication
F00699,2025-10-31,customer,support,Not happy. Quoted one price then asked for more once the work started Otherwise fine,price_dispute
F00700,2026-02-25,provider,support,"Honestly, Top up went through on my card but the balance didn't change",credits_refund
F00701,2025-10-07,customer,survey,"Two appointments in a row moved at the last minute, I've lost a week This was in Z13",provider_no_show
F00702,2026-02-07,customer,survey,"Brilliant at talking me through the options, I was dreading this and it was painless Otherwise fine",workmanship_quality
F00703,2026-01-26,customer,survey,Not happy. Price on the profile said £32 but he charged £45 per hour,price_dispute
F00704,2026-01-19,customer,survey,"Hi, Booked a morning slot, waited 40 minutes, nobody came. No explanation",provider_no_show
F00705,2025-11-11,customer,review,"hi, cancelled on me twice last minute, really unreliable otherwise fine",provider_no_show
F00706,2025-10-28,provider,survey,"just to say lead was from z22 which i don't even cover, why was it sent to me thanks email me at fatima11@example.com",lead_quality
